# This is cosmiceye-comb1.txt the combined spectrum created by combine_mage_spectra.pro from cosmiceye.ls
# Total exptime should be        32800.000 s  (       9.1111111 hr)
# 2533.0 +/- 114.0 was the median spectral resolution and MAD, R===lambda / (FWHM)
# Created from:  Individual filenames, barycentric correction(km/s), exptime(s)
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_July2008/Mage_pipe/Slit2_bin1x1/Final-Products/Fluxed/cosmiceye_b-comb.txt       9.6100000       7000.0000
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_July2008/Mage_pipe/Slit2_bin1x1/Final-Products/Fluxed/cosmiceye_a-comb.txt       10.060000       3600.0000
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_July2008/Mage_pipe/Slit2_bin1x1/Final-Products/Fluxed/cosmiceye_c-comb.txt       8.6300000       3600.0000
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_July2008/Mage_pipe/Slit2_bin1x2/Final-Products/Fluxed/cosmiceye-comb.txt       9.0300000       9000.0000
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_Apr_2009/Mage_pipe/Slit2_bin1x2/Final-Products/Fluxed/cosmiceye_a-comb.txt       26.610000       3600.0000
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_Apr_2009/Mage_pipe/Slit2_bin1x2/Final-Products/Fluxed/cosmiceye_b-comb.txt       26.790000       3600.0000
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_Apr_2009/Mage_pipe/Slit2_bin1x2/Final-Products/Fluxed/cosmiceye_c-comb.txt       26.960000       2400.0000
#  Wavelengths have been converted to vacuum barycentric Angstroms
#  Flux density (fnu)   units are erg/s/cm^2/Hz.  Note:  it is fnu, NOT flambda
#
wave        fnu          noise     obswave    avgsky      cont_fnu    cont_uncert
 4617.8346   1.993e-29   6.654e-30  4616.393   4.484e-28   6.097e-29   2.359e-30
 4618.1640   1.824e-29   6.653e-30  4616.723   4.489e-28   6.097e-29   2.363e-30
 4618.4932   1.753e-29   6.700e-30  4617.052   4.592e-28   6.097e-29   2.366e-30
 4618.8226   2.255e-29   6.721e-30  4617.381   4.595e-28   6.098e-29   2.370e-30
 4619.1519   2.946e-29   6.776e-30  4617.710   4.626e-28   6.098e-29   2.374e-30
 4619.4813   3.085e-29   6.762e-30  4618.040   4.575e-28   6.099e-29   2.378e-30
 4619.8106   3.463e-29   6.747e-30  4618.369   4.467e-28   6.099e-29   2.382e-30
 4620.1400   3.909e-29   6.746e-30  4618.698   4.429e-28   6.099e-29   2.386e-30
 4620.4693   3.923e-29   6.706e-30  4619.027   4.392e-28   6.100e-29   2.390e-30
 4620.7987   3.698e-29   6.677e-30  4619.357   4.360e-28   6.100e-29   2.394e-30
 4621.1280   3.867e-29   6.661e-30  4619.686   4.350e-28   6.101e-29   2.398e-30
 4621.4574   3.843e-29   6.711e-30  4620.015   4.487e-28   6.101e-29   2.402e-30
 4621.7867   3.091e-29   6.746e-30  4620.344   4.603e-28   6.101e-29   2.406e-30
 4622.1161   3.990e-29   6.813e-30  4620.674   4.653e-28   6.102e-29   2.410e-30
 4622.4454   4.359e-29   6.811e-30  4621.003   4.580e-28   6.102e-29   2.414e-30
 4622.7748   3.686e-29   6.829e-30  4621.332   4.697e-28   6.103e-29   2.417e-30
 4623.1041   3.925e-29   6.832e-30  4621.661   4.703e-28   6.103e-29   2.421e-30
 4623.4335   4.142e-29   6.846e-30  4621.991   4.650e-28   6.103e-29   2.425e-30
 4623.7628   4.458e-29   6.840e-30  4622.320   4.602e-28   6.104e-29   2.429e-30
 4624.0922   4.700e-29   6.800e-30  4622.649   4.559e-28   6.104e-29   2.433e-30
 4624.4215   3.835e-29   6.770e-30  4622.978   4.570e-28   6.104e-29   2.437e-30
 4624.7508   3.350e-29   6.736e-30  4623.308   4.591e-28   6.105e-29   2.441e-30
 4625.0802   2.169e-29   6.665e-30  4623.637   4.545e-28   6.105e-29   2.444e-30
 4625.4095   1.739e-29   6.624e-30  4623.966   4.502e-28   6.106e-29   2.448e-30
 4625.7389   1.823e-29   6.615e-30  4624.295   4.478e-28   6.106e-29   2.452e-30
 4626.0682   1.419e-29   6.579e-30  4624.625   4.455e-28   6.106e-29   2.456e-30
 4626.3976   9.342e-30   6.533e-30  4624.954   4.457e-28   6.107e-29   2.460e-30
 4626.7269  -6.177e-30   6.440e-30  4625.283   4.420e-28   6.107e-29   2.463e-30
 4627.0563  -4.657e-30   6.425e-30  4625.612   4.387e-28   6.107e-29   2.467e-30
 4627.3856   2.415e-30   6.443e-30  4625.942   4.327e-28   6.108e-29   2.471e-30
 4627.7150   5.017e-30   6.441e-30  4626.271   4.342e-28   6.108e-29   2.475e-30
 4628.0443   3.578e-30   6.474e-30  4626.600   4.426e-28   6.108e-29   2.479e-30
 4628.3737   6.804e-30   6.523e-30  4626.929   4.462e-28   6.109e-29   2.482e-30
 4628.7030   5.288e-30   6.502e-30  4627.259   4.445e-28   6.109e-29   2.486e-30
 4629.0324  -1.688e-30   6.488e-30  4627.588   4.507e-28   6.109e-29   2.490e-30
 4629.3617  -1.049e-30   6.539e-30  4627.917   4.621e-28   6.110e-29   2.494e-30
 4629.6911   3.777e-30   6.549e-30  4628.246   4.536e-28   6.110e-29   2.497e-30
 4630.0204   1.159e-30   6.493e-30  4628.576   4.475e-28   6.110e-29   2.501e-30
 4630.3498  -1.657e-31   6.431e-30  4628.905   4.364e-28   6.111e-29   2.505e-30
 4630.6791  -1.553e-32   6.382e-30  4629.234   4.269e-28   6.111e-29   2.508e-30
 4631.0085   1.207e-30   6.324e-30  4629.563   4.208e-28   6.111e-29   2.512e-30
 4631.3378  -1.128e-30   6.319e-30  4629.893   4.212e-28   6.112e-29   2.516e-30
 4631.6672   5.600e-31   6.355e-30  4630.222   4.293e-28   6.112e-29   2.519e-30
 4631.9965  -6.121e-30   6.342e-30  4630.551   4.308e-28   6.112e-29   2.523e-30
 4632.3259  -3.973e-30   6.338e-30  4630.880   4.322e-28   6.113e-29   2.527e-30
 4632.6551  -1.974e-30   6.421e-30  4631.210   4.449e-28   6.113e-29   2.530e-30
 4632.9845   4.001e-30   6.448e-30  4631.539   4.477e-28   6.113e-29   2.534e-30
 4633.3138   7.081e-31   6.435e-30  4631.868   4.413e-28   6.114e-29   2.538e-30
 4633.6431   5.261e-30   6.460e-30  4632.197   4.428e-28   6.114e-29   2.541e-30
 4633.9725   6.531e-30   6.495e-30  4632.527   4.550e-28   6.114e-29   2.545e-30
 4634.3018   1.419e-29   6.565e-30  4632.856   4.517e-28   6.115e-29   2.549e-30
 4634.6312   2.440e-29   6.596e-30  4633.185   4.497e-28   6.115e-29   2.552e-30
 4634.9605   3.262e-29   6.654e-30  4633.514   4.501e-28   6.115e-29   2.556e-30
 4635.2899   4.768e-29   6.713e-30  4633.844   4.577e-28   6.116e-29   2.559e-30
 4635.6192   5.920e-29   6.799e-30  4634.173   4.550e-28   6.116e-29   2.563e-30
 4635.9486   7.056e-29   6.825e-30  4634.502   4.566e-28   6.116e-29   2.567e-30
 4636.2779   6.431e-29   6.850e-30  4634.831   4.612e-28   6.117e-29   2.570e-30
 4636.6073   5.904e-29   6.789e-30  4635.161   4.573e-28   6.117e-29   2.574e-30
 4636.9366   6.674e-29   6.840e-30  4635.490   4.595e-28   6.117e-29   2.577e-30
 4637.2660   7.007e-29   6.822e-30  4635.819   4.547e-28   6.118e-29   2.581e-30
 4637.5953   6.833e-29   6.814e-30  4636.148   4.523e-28   6.118e-29   2.584e-30
 4637.9247   6.046e-29   6.754e-30  4636.478   4.469e-28   6.118e-29   2.588e-30
 4638.2540   6.082e-29   6.721e-30  4636.807   4.444e-28   6.118e-29   2.591e-30
 4638.5834   5.702e-29   6.678e-30  4637.136   4.369e-28   6.119e-29   2.595e-30
 4638.9127   6.318e-29   6.692e-30  4637.465   4.390e-28   6.119e-29   2.598e-30
 4639.2421   5.724e-29   6.683e-30  4637.795   4.423e-28   6.119e-29   2.602e-30
 4639.5714   5.776e-29   6.671e-30  4638.124   4.374e-28   6.120e-29   2.605e-30
 4639.9008   5.104e-29   6.621e-30  4638.453   4.418e-28   6.120e-29   2.609e-30
 4640.2301   5.148e-29   6.648e-30  4638.782   4.387e-28   6.120e-29   2.612e-30
 4640.5595   5.232e-29   6.633e-30  4639.112   4.368e-28   6.120e-29   2.616e-30
 4640.8888   5.886e-29   6.656e-30  4639.441   4.356e-28   6.121e-29   2.619e-30
 4641.2182   5.654e-29   6.628e-30  4639.770   4.370e-28   6.121e-29   2.622e-30
 4641.5475   5.501e-29   6.656e-30  4640.099   4.411e-28   6.121e-29   2.626e-30
 4641.8768   5.740e-29   6.659e-30  4640.428   4.412e-28   6.122e-29   2.629e-30
 4642.2062   5.409e-29   6.655e-30  4640.758   4.453e-28   6.122e-29   2.633e-30
 4642.5355   5.268e-29   6.701e-30  4641.087   4.603e-28   6.122e-29   2.636e-30
 4642.8649   5.791e-29   6.793e-30  4641.416   4.712e-28   6.122e-29   2.639e-30
 4643.1942   5.924e-29   6.824e-30  4641.745   4.716e-28   6.123e-29   2.643e-30
 4643.5236   5.732e-29   6.823e-30  4642.075   4.756e-28   6.123e-29   2.646e-30
 4643.8529   5.359e-29   6.795e-30  4642.404   4.739e-28   6.123e-29   2.650e-30
 4644.1823   4.918e-29   6.738e-30  4642.733   4.667e-28   6.124e-29   2.653e-30
 4644.5116   5.383e-29   6.718e-30  4643.062   4.555e-28   6.124e-29   2.656e-30
 4644.8410   4.949e-29   6.645e-30  4643.392   4.445e-28   6.124e-29   2.660e-30
 4645.1703   5.232e-29   6.595e-30  4643.721   4.381e-28   6.124e-29   2.663e-30
 4645.4997   5.864e-29   6.619e-30  4644.050   4.351e-28   6.125e-29   2.666e-30
 4645.8290   5.815e-29   6.584e-30  4644.380   4.318e-28   6.125e-29   2.669e-30
 4646.1584   5.566e-29   6.601e-30  4644.709   4.382e-28   6.125e-29   2.673e-30
 4646.4876   5.438e-29   6.586e-30  4645.038   4.351e-28   6.125e-29   2.676e-30
 4646.8170   5.006e-29   6.553e-30  4645.367   4.326e-28   6.126e-29   2.679e-30
 4647.1463   4.613e-29   6.525e-30  4645.697   4.271e-28   6.126e-29   2.683e-30
 4647.4757   5.058e-29   6.500e-30  4646.026   4.275e-28   6.126e-29   2.686e-30
 4647.8050   5.392e-29   6.484e-30  4646.355   4.183e-28   6.126e-29   2.689e-30
 4648.1344   5.820e-29   6.490e-30  4646.684   4.177e-28   6.127e-29   2.692e-30
 4648.4637   5.424e-29   6.474e-30  4647.014   4.128e-28   6.127e-29   2.695e-30
 4648.7931   5.624e-29   6.450e-30  4647.343   4.146e-28   6.127e-29   2.699e-30
 4649.1224   5.686e-29   6.491e-30  4647.672   4.221e-28   6.127e-29   2.702e-30
 4649.4518   5.495e-29   6.495e-30  4648.001   4.222e-28   6.128e-29   2.705e-30
 4649.7811   4.874e-29   6.450e-30  4648.331   4.222e-28   6.128e-29   2.708e-30
 4650.1105   3.836e-29   6.433e-30  4648.660   4.297e-28   6.128e-29   2.711e-30
 4650.4398   4.356e-29   6.439e-30  4648.989   4.249e-28   6.128e-29   2.715e-30
 4650.7691   3.941e-29   6.409e-30  4649.318   4.252e-28   6.129e-29   2.718e-30
 4651.0985   3.558e-29   6.390e-30  4649.648   4.302e-28   6.129e-29   2.721e-30
 4651.4278   1.233e-29   6.330e-30  4649.977   4.390e-28   6.129e-29   2.724e-30
 4651.7572   8.170e-30   6.314e-30  4650.306   4.367e-28   6.129e-29   2.727e-30
 4652.0865   1.354e-29   6.317e-30  4650.635   4.357e-28   6.130e-29   2.730e-30
 4652.4159   2.014e-29   6.356e-30  4650.965   4.374e-28   6.130e-29   2.733e-30
 4652.7452   2.427e-29   6.399e-30  4651.294   4.387e-28   6.130e-29   2.736e-30
 4653.0746   3.116e-29   6.435e-30  4651.623   4.398e-28   6.130e-29   2.739e-30
 4653.4039   3.357e-29   6.441e-30  4651.952   4.428e-28   6.130e-29   2.742e-30
 4653.7333   3.430e-29   6.439e-30  4652.282   4.332e-28   6.131e-29   2.745e-30
 4654.0626   4.146e-29   6.450e-30  4652.611   4.395e-28   6.131e-29   2.749e-30
 4654.3920   3.036e-29   6.434e-30  4652.940   4.394e-28   6.131e-29   2.752e-30
 4654.7213   2.557e-29   6.374e-30  4653.269   4.394e-28   6.131e-29   2.755e-30
 4655.0507   2.443e-29   6.354e-30  4653.599   4.317e-28   6.132e-29   2.758e-30
 4655.3800   2.017e-29   6.303e-30  4653.928   4.306e-28   6.132e-29   2.761e-30
 4655.7094   2.313e-29   6.299e-30  4654.257   4.268e-28   6.132e-29   2.764e-30
 4656.0387   2.512e-29   6.309e-30  4654.586   4.236e-28   6.132e-29   2.767e-30
 4656.3681   3.386e-29   6.341e-30  4654.916   4.225e-28   6.132e-29   2.770e-30
 4656.6974   4.381e-29   6.389e-30  4655.245   4.236e-28   6.133e-29   2.772e-30
 4657.0268   4.337e-29   6.403e-30  4655.574   4.314e-28   6.133e-29   2.775e-30
 4657.3561   4.359e-29   6.435e-30  4655.903   4.362e-28   6.133e-29   2.778e-30
 4657.6855   4.721e-29   6.487e-30  4656.233   4.427e-28   6.133e-29   2.781e-30
 4658.0148   4.991e-29   6.518e-30  4656.562   4.514e-28   6.133e-29   2.784e-30
 4658.3442   4.798e-29   6.587e-30  4656.891   4.603e-28   6.134e-29   2.787e-30
 4658.6735   4.699e-29   6.611e-30  4657.220   4.688e-28   6.134e-29   2.790e-30
 4659.0029   4.716e-29   6.624e-30  4657.550   4.721e-28   6.134e-29   2.793e-30
 4659.3322   4.045e-29   6.641e-30  4657.879   4.878e-28   6.134e-29   2.796e-30
 4659.6615   3.658e-29   6.672e-30  4658.208   4.867e-28   6.134e-29   2.799e-30
 4659.9909   3.971e-29   6.690e-30  4658.537   4.894e-28   6.135e-29   2.801e-30
 4660.3202   3.502e-29   6.692e-30  4658.866   4.981e-28   6.135e-29   2.804e-30
 4660.6495   3.748e-29   6.707e-30  4659.196   4.999e-28   6.135e-29   2.807e-30
 4660.9788   2.680e-29   6.651e-30  4659.525   4.963e-28   6.135e-29   2.810e-30
 4661.3082   2.924e-29   6.647e-30  4659.854   4.971e-28   6.135e-29   2.813e-30
 4661.6375   3.033e-29   6.653e-30  4660.183   4.920e-28   6.136e-29   2.816e-30
 4661.9669   3.249e-29   6.636e-30  4660.513   4.875e-28   6.136e-29   2.818e-30
 4662.2962   2.759e-29   6.588e-30  4660.842   4.853e-28   6.136e-29   2.821e-30
 4662.6256   2.747e-29   6.596e-30  4661.171   4.853e-28   6.136e-29   2.824e-30
 4662.9549   2.776e-29   6.552e-30  4661.500   4.818e-28   6.136e-29   2.827e-30
 4663.2843   3.019e-29   6.551e-30  4661.830   4.784e-28   6.137e-29   2.829e-30
 4663.6136   3.148e-29   6.526e-30  4662.159   4.699e-28   6.137e-29   2.832e-30
 4663.9430   3.392e-29   6.516e-30  4662.488   4.710e-28   6.137e-29   2.835e-30
 4664.2723   3.209e-29   6.494e-30  4662.817   4.651e-28   6.137e-29   2.837e-30
 4664.6017   3.226e-29   6.478e-30  4663.147   4.614e-28   6.137e-29   2.840e-30
 4664.9310   2.731e-29   6.362e-30  4663.476   4.459e-28   6.138e-29   2.843e-30
 4665.2604   1.836e-29   6.279e-30  4663.805   4.378e-28   6.138e-29   2.845e-30
 4665.5897   1.101e-29   6.201e-30  4664.134   4.340e-28   6.138e-29   2.848e-30
 4665.9191   1.067e-29   6.269e-30  4664.464   4.507e-28   6.138e-29   2.851e-30
 4666.2484   9.894e-30   6.260e-30  4664.793   4.541e-28   6.138e-29   2.853e-30
 4666.5778   2.500e-30   6.179e-30  4665.122   4.376e-28   6.138e-29   2.856e-30
 4666.9071   3.768e-30   6.137e-30  4665.451   4.295e-28   6.139e-29   2.859e-30
 4667.2365   6.851e-30   6.108e-30  4665.781   4.233e-28   6.139e-29   2.861e-30
 4667.5658   3.681e-30   6.090e-30  4666.110   4.211e-28   6.139e-29   2.864e-30
 4667.8952   3.447e-30   6.025e-30  4666.439   4.093e-28   6.139e-29   2.866e-30
 4668.2245   6.564e-30   5.977e-30  4666.768   4.022e-28   6.139e-29   2.869e-30
 4668.5538   1.386e-30   5.895e-30  4667.098   3.944e-28   6.139e-29   2.871e-30
 4668.8832   7.620e-31   5.870e-30  4667.427   3.918e-28   6.140e-29   2.874e-30
 4669.2125   4.613e-31   5.893e-30  4667.756   3.959e-28   6.140e-29   2.877e-30
 4669.5419   8.507e-30   5.919e-30  4668.085   3.941e-28   6.140e-29   2.879e-30
 4669.8712   1.668e-29   5.987e-30  4668.415   3.995e-28   6.140e-29   2.882e-30
 4670.2006   2.483e-29   6.121e-30  4668.744   4.170e-28   6.140e-29   2.884e-30
 4670.5299   3.468e-29   6.248e-30  4669.073   4.334e-28   6.140e-29   2.887e-30
 4670.8593   4.111e-29   6.383e-30  4669.402   4.500e-28   6.140e-29   2.889e-30
 4671.1886   4.447e-29   6.470e-30  4669.732   4.600e-28   6.141e-29   2.891e-30
 4671.5180   5.489e-29   6.535e-30  4670.061   4.642e-28   6.141e-29   2.894e-30
 4671.8473   5.967e-29   6.559e-30  4670.390   4.657e-28   6.141e-29   2.896e-30
 4672.1767   6.141e-29   6.573e-30  4670.719   4.682e-28   6.141e-29   2.899e-30
 4672.5060   5.902e-29   6.582e-30  4671.049   4.704e-28   6.141e-29   2.901e-30
 4672.8354   5.989e-29   6.647e-30  4671.378   4.797e-28   6.141e-29   2.904e-30
 4673.1647   6.132e-29   6.630e-30  4671.707   4.759e-28   6.142e-29   2.906e-30
 4673.4941   5.278e-29   6.584e-30  4672.036   4.747e-28   6.142e-29   2.908e-30
 4673.8234   5.499e-29   6.554e-30  4672.366   4.686e-28   6.142e-29   2.911e-30
 4674.1528   5.768e-29   6.574e-30  4672.695   4.718e-28   6.142e-29   2.913e-30
 4674.4821   6.232e-29   6.587e-30  4673.024   4.691e-28   6.142e-29   2.915e-30
 4674.8115   6.695e-29   6.598e-30  4673.353   4.641e-28   6.142e-29   2.918e-30
 4675.1407   6.704e-29   6.601e-30  4673.683   4.693e-28   6.142e-29   2.920e-30
 4675.4701   6.006e-29   6.543e-30  4674.012   4.652e-28   6.143e-29   2.922e-30
 4675.7994   5.231e-29   6.482e-30  4674.341   4.610e-28   6.143e-29   2.925e-30
 4676.1288   4.943e-29   6.481e-30  4674.670   4.693e-28   6.143e-29   2.927e-30
 4676.4581   4.127e-29   6.455e-30  4675.000   4.682e-28   6.143e-29   2.929e-30
 4676.7875   2.878e-29   6.373e-30  4675.329   4.627e-28   6.143e-29   2.931e-30
 4677.1168   1.918e-29   6.325e-30  4675.658   4.665e-28   6.143e-29   2.934e-30
 4677.4461   3.016e-30   6.206e-30  4675.987   4.589e-28   6.143e-29   2.936e-30
 4677.7755   9.370e-30   6.210e-30  4676.317   4.517e-28   6.143e-29   2.938e-30
 4678.1048   6.419e-30   6.129e-30  4676.646   4.468e-28   6.144e-29   2.940e-30
 4678.4342   4.025e-30   6.150e-30  4676.975   4.505e-28   6.144e-29   2.942e-30
 4678.7635  -4.680e-30   6.105e-30  4677.304   4.518e-28   6.144e-29   2.945e-30
 4679.0929  -4.975e-30   6.087e-30  4677.634   4.488e-28   6.144e-29   2.947e-30
 4679.4222  -1.950e-31   6.092e-30  4677.963   4.445e-28   6.144e-29   2.949e-30
 4679.7516   1.465e-30   6.077e-30  4678.292   4.387e-28   6.144e-29   2.951e-30
 4680.0809   6.969e-30   6.074e-30  4678.621   4.352e-28   6.144e-29   2.953e-30
 4680.4103   1.213e-29   6.054e-30  4678.951   4.247e-28   6.144e-29   2.955e-30
 4680.7396   1.300e-29   6.045e-30  4679.280   4.218e-28   6.145e-29   2.958e-30
 4681.0690   2.260e-29   6.069e-30  4679.609   4.210e-28   6.145e-29   2.960e-30
 4681.3983   1.869e-29   6.066e-30  4679.938   4.262e-28   6.145e-29   2.962e-30
 4681.7277   1.946e-29   6.121e-30  4680.268   4.348e-28   6.145e-29   2.964e-30
 4682.0570   3.176e-29   6.209e-30  4680.597   4.422e-28   6.145e-29   2.966e-30
 4682.3864   3.850e-29   6.305e-30  4680.926   4.552e-28   6.145e-29   2.968e-30
 4682.7157   4.834e-29   6.406e-30  4681.255   4.635e-28   6.145e-29   2.970e-30
 4683.0451   5.269e-29   6.481e-30  4681.585   4.727e-28   6.145e-29   2.972e-30
 4683.3744   5.109e-29   6.449e-30  4681.914   4.650e-28   6.146e-29   2.974e-30
 4683.7038   6.205e-29   6.523e-30  4682.243   4.694e-28   6.146e-29   2.976e-30
 4684.0331   6.732e-29   6.540e-30  4682.572   4.672e-28   6.146e-29   2.978e-30
 4684.3625   7.114e-29   6.541e-30  4682.902   4.694e-28   6.146e-29   2.980e-30
 4684.6918   6.903e-29   6.546e-30  4683.231   4.693e-28   6.146e-29   2.982e-30
 4685.0212   5.665e-29   6.508e-30  4683.560   4.709e-28   6.146e-29   2.984e-30
 4685.3505   5.344e-29   6.473e-30  4683.889   4.755e-28   6.146e-29   2.986e-30
 4685.6799   5.244e-29   6.453e-30  4684.219   4.665e-28   6.146e-29   2.988e-30
 4686.0092   5.696e-29   6.458e-30  4684.548   4.650e-28   6.146e-29   2.990e-30
 4686.3385   5.150e-29   6.437e-30  4684.877   4.683e-28   6.147e-29   2.992e-30
 4686.6679   4.835e-29   6.415e-30  4685.206   4.667e-28   6.147e-29   2.994e-30
 4686.9972   3.873e-29   6.349e-30  4685.535   4.627e-28   6.147e-29   2.996e-30
 4687.3266   3.152e-29   6.334e-30  4685.865   4.703e-28   6.147e-29   2.998e-30
 4687.6559   3.034e-29   6.288e-30  4686.194   4.627e-28   6.147e-29   3.000e-30
 4687.9853   2.348e-29   6.272e-30  4686.523   4.639e-28   6.147e-29   3.001e-30
 4688.3146   2.032e-29   6.214e-30  4686.852   4.567e-28   6.147e-29   3.003e-30
 4688.6440   2.001e-29   6.142e-30  4687.182   4.425e-28   6.147e-29   3.005e-30
 4688.9733   2.160e-29   6.144e-30  4687.511   4.446e-28   6.147e-29   3.007e-30
 4689.3027   2.734e-29   6.185e-30  4687.840   4.468e-28   6.147e-29   3.009e-30
 4689.6319   3.172e-29   6.200e-30  4688.169   4.487e-28   6.148e-29   3.011e-30
 4689.9613   3.926e-29   6.255e-30  4688.499   4.505e-28   6.148e-29   3.012e-30
 4690.2906   4.694e-29   6.326e-30  4688.828   4.563e-28   6.148e-29   3.014e-30
 4690.6200   5.479e-29   6.377e-30  4689.157   4.607e-28   6.148e-29   3.016e-30
 4690.9493   6.100e-29   6.454e-30  4689.486   4.676e-28   6.148e-29   3.018e-30
 4691.2787   6.125e-29   6.453e-30  4689.816   4.690e-28   6.148e-29   3.020e-30
 4691.6080   6.185e-29   6.418e-30  4690.145   4.603e-28   6.148e-29   3.021e-30
 4691.9374   5.979e-29   6.347e-30  4690.474   4.465e-28   6.148e-29   3.023e-30
 4692.2667   5.255e-29   6.275e-30  4690.803   4.421e-28   6.148e-29   3.025e-30
 4692.5961   3.655e-29   6.181e-30  4691.133   4.438e-28   6.148e-29   3.027e-30
 4692.9254   3.005e-29   6.164e-30  4691.462   4.467e-28   6.148e-29   3.028e-30
 4693.2548   2.328e-29   6.109e-30  4691.791   4.423e-28   6.149e-29   3.030e-30
 4693.5841   1.858e-29   6.071e-30  4692.120   4.402e-28   6.149e-29   3.032e-30
 4693.9135   2.269e-29   6.075e-30  4692.450   4.385e-28   6.149e-29   3.034e-30
 4694.2428   2.248e-29   6.090e-30  4692.779   4.414e-28   6.149e-29   3.035e-30
 4694.5722   3.225e-29   6.165e-30  4693.108   4.448e-28   6.149e-29   3.037e-30
 4694.9015   4.570e-29   6.249e-30  4693.438   4.465e-28   6.149e-29   3.039e-30
 4695.2308   4.663e-29   6.267e-30  4693.767   4.541e-28   6.149e-29   3.040e-30
 4695.5602   4.660e-29   6.270e-30  4694.096   4.531e-28   6.149e-29   3.042e-30
 4695.8895   5.557e-29   6.319e-30  4694.425   4.534e-28   6.149e-29   3.044e-30
 4696.2189   5.584e-29   6.331e-30  4694.755   4.573e-28   6.149e-29   3.045e-30
 4696.5482   5.423e-29   6.351e-30  4695.084   4.644e-28   6.149e-29   3.047e-30
 4696.8776   4.921e-29   6.389e-30  4695.413   4.733e-28   6.149e-29   3.049e-30
 4697.2069   4.821e-29   6.377e-30  4695.742   4.722e-28   6.150e-29   3.050e-30
 4697.5363   4.842e-29   6.367e-30  4696.072   4.711e-28   6.150e-29   3.052e-30
 4697.8656   4.697e-29   6.308e-30  4696.401   4.636e-28   6.150e-29   3.053e-30
 4698.1950   4.608e-29   6.306e-30  4696.730   4.609e-28   6.150e-29   3.055e-30
 4698.5243   4.045e-29   6.247e-30  4697.059   4.540e-28   6.150e-29   3.057e-30
 4698.8537   3.218e-29   6.127e-30  4697.389   4.442e-28   6.150e-29   3.058e-30
 4699.1830   2.307e-29   6.020e-30  4697.718   4.297e-28   6.150e-29   3.060e-30
 4699.5124   2.139e-29   5.970e-30  4698.047   4.208e-28   6.150e-29   3.061e-30
 4699.8417   1.607e-29   5.901e-30  4698.376   4.170e-28   6.150e-29   3.063e-30
 4700.1711   1.306e-29   5.836e-30  4698.706   4.076e-28   6.150e-29   3.064e-30
 4700.5004   1.847e-29   5.839e-30  4699.035   4.069e-28   6.150e-29   3.066e-30
 4700.8298   1.904e-29   5.839e-30  4699.364   4.077e-28   6.150e-29   3.067e-30
 4701.1591   2.093e-29   5.908e-30  4699.693   4.179e-28   6.151e-29   3.069e-30
 4701.4885   3.121e-29   6.020e-30  4700.023   4.332e-28   6.151e-29   3.071e-30
 4701.8178   3.724e-29   6.087e-30  4700.352   4.332e-28   6.151e-29   3.072e-30
 4702.1472   4.591e-29   6.130e-30  4700.681   4.325e-28   6.151e-29   3.074e-30
 4702.4765   5.452e-29   6.189e-30  4701.010   4.367e-28   6.151e-29   3.075e-30
 4702.8059   6.428e-29   6.257e-30  4701.340   4.425e-28   6.151e-29   3.076e-30
 4703.1352   6.846e-29   6.277e-30  4701.669   4.429e-28   6.151e-29   3.078e-30
 4703.4646   6.585e-29   6.251e-30  4701.998   4.334e-28   6.151e-29   3.079e-30
 4703.7939   6.429e-29   6.217e-30  4702.327   4.338e-28   6.151e-29   3.081e-30
 4704.1231   6.200e-29   6.207e-30  4702.656   4.332e-28   6.151e-29   3.082e-30
 4704.4525   6.109e-29   6.199e-30  4702.986   4.353e-28   6.151e-29   3.084e-30
 4704.7818   6.097e-29   6.164e-30  4703.315   4.245e-28   6.151e-29   3.085e-30
 4705.1112   5.599e-29   6.085e-30  4703.644   4.175e-28   6.151e-29   3.087e-30
 4705.4405   5.715e-29   6.101e-30  4703.973   4.207e-28   6.151e-29   3.088e-30
 4705.7699   5.322e-29   6.115e-30  4704.303   4.313e-28   6.152e-29   3.089e-30
 4706.0992   4.748e-29   6.130e-30  4704.632   4.394e-28   6.152e-29   3.091e-30
 4706.4286   5.214e-29   6.183e-30  4704.961   4.435e-28   6.152e-29   3.092e-30
 4706.7579   5.219e-29   6.253e-30  4705.290   4.586e-28   6.152e-29   3.094e-30
 4707.0873   5.315e-29   6.267e-30  4705.620   4.586e-28   6.152e-29   3.095e-30
 4707.4166   5.516e-29   6.288e-30  4705.949   4.599e-28   6.152e-29   3.096e-30
 4707.7460   5.366e-29   6.269e-30  4706.278   4.561e-28   6.152e-29   3.098e-30
 4708.0753   5.711e-29   6.270e-30  4706.607   4.526e-28   6.152e-29   3.099e-30
