# This is s1527-comb1.txt the combined spectrum created by combine_mage_spectra.pro from s1527.ls
# Total exptime should be        30312.000 s  (       8.4200000 hr)
# 2736.0 +/- 71.0 was the median spectral resolution and MAD, R===lambda / (FWHM)
# Created from:  Individual filenames, barycentric correction(km/s), exptime(s)
#           /Volumes/Apps_and_Docs/WORK/Lensed-LBGs/Mage/Redux/Mage_July2008/Mage_pipe/Slit2_bin1x2/Final-Products/Fluxed/s1527c-comb.txt      -26.560000       9012.0000
#           /Volumes/Apps_and_Docs/WORK/Lensed-LBGs/Mage/Redux/Mage_July2008/Mage_pipe/Slit2_bin1x2/Final-Products/Fluxed/s1527a-comb.txt      -26.430000       3600.0000
#           /Volumes/Apps_and_Docs/WORK/Lensed-LBGs/Mage/Redux/Mage_July2008/Mage_pipe/Slit2_bin1x2/Final-Products/Fluxed/s1527b-comb.txt      -26.320000       3600.0000
#           /Volumes/Apps_and_Docs/WORK/Lensed-LBGs/Mage/Redux/Mage_Feb2008/Mage_pipe/Reduce_slit2/Final-Products/Fluxed/s1527-tel-comb.txt       27.610000       900.00000
#           /Volumes/Apps_and_Docs/WORK/Lensed-LBGs/Mage/Redux/Mage_Apr_2009/Mage_pipe/Slit2_bin1x2/Final-Products/Fluxed/sdss1527a-comb.txt       7.5600000       5400.0000
#           /Volumes/Apps_and_Docs/WORK/Lensed-LBGs/Mage/Redux/Mage_Jun2015/Slit1/Final-Products/Fluxed/sgas1527a_notbluestorder-comb.txt      -13.470000       7800.0000
#  Wavelengths have been converted to vacuum barycentric Angstroms
#  Flux density (fnu)   units are erg/s/cm^2/Hz.  Note:  it is fnu, NOT flambda
#
wave        fnu          noise     obswave    avgsky      cont_fnu    cont_uncert
 3038.4695  -4.246e-28   1.229e-28  3037.855   7.335e-28         NaN         NaN
 3038.6962   6.123e-29   1.388e-28  3038.081   8.966e-28         NaN         NaN
 3038.9230   1.155e-28   1.235e-28  3038.308   3.674e-28         NaN         NaN
 3039.1498   1.152e-28   1.297e-28  3038.535   6.328e-28         NaN         NaN
 3039.3766  -1.256e-28   1.189e-28  3038.762   3.725e-28         NaN         NaN
 3039.6034  -1.409e-28   1.193e-28  3038.988   5.249e-28         NaN         NaN
 3039.8301   1.279e-28   1.223e-28  3039.215   3.257e-28         NaN         NaN
 3040.0569  -5.768e-28   1.139e-28  3039.442   5.773e-28         NaN         NaN
 3040.2837  -3.078e-28   1.111e-28  3039.669   3.519e-28         NaN         NaN
 3040.5104   1.110e-28   1.206e-28  3039.895   3.211e-28         NaN         NaN
 3040.7372   3.041e-28   1.232e-28  3040.122   2.323e-28         NaN         NaN
 3040.9640  -1.077e-28   1.180e-28  3040.349   4.576e-28         NaN         NaN
 3041.1907  -9.640e-29   1.207e-28  3040.575   5.562e-28         NaN         NaN
 3041.4176   2.680e-28   1.285e-28  3040.802   6.164e-28         NaN         NaN
 3041.6443  -2.781e-28   1.097e-28  3041.029   4.478e-28         NaN         NaN
 3041.8711   6.776e-28   1.375e-28  3041.256   6.338e-28         NaN         NaN
 3042.0979   2.431e-29   1.230e-28  3041.482   5.530e-28         NaN         NaN
 3042.3246  -3.840e-30   1.253e-28  3041.709   7.799e-28         NaN         NaN
 3042.5514   6.616e-29   1.194e-28  3041.936   4.473e-28         NaN         NaN
 3042.7782   1.562e-29   1.178e-28  3042.163   4.941e-28         NaN         NaN
 3043.0049   1.506e-28   1.177e-28  3042.389   3.573e-28         NaN         NaN
 3043.2318   1.104e-28   1.243e-28  3042.616   6.981e-28         NaN         NaN
 3043.4585   4.231e-29   1.175e-28  3042.843   4.137e-28         NaN         NaN
 3043.6852   7.987e-28   1.164e-28  3043.070         Inf         NaN         NaN
 3043.9121  -7.466e-29   1.158e-28  3043.296   4.607e-28         NaN         NaN
 3044.1388  -1.096e-28   1.134e-28  3043.523   4.960e-28         NaN         NaN
 3044.3657   4.924e-29   9.340e-29  3043.750   6.841e-28         NaN         NaN
 3044.5924   2.955e-28   9.922e-29  3043.977   5.705e-28         NaN         NaN
 3044.8191  -3.146e-29   9.176e-29  3044.203   5.253e-28         NaN         NaN
 3045.0460  -7.923e-28   7.682e-29  3044.430   5.630e-28         NaN         NaN
 3045.2727  -1.123e-27   6.526e-29  3044.657         Inf         NaN         NaN
 3045.4994  -7.100e-29   1.089e-28  3044.883   3.948e-28         NaN         NaN
 3045.7263  -9.013e-29   1.084e-28  3045.110   4.035e-28         NaN         NaN
 3045.9530  -6.377e-28   8.294e-29  3045.337   6.618e-28         NaN         NaN
 3046.1799  -6.873e-28   6.907e-29  3045.564   7.589e-28         NaN         NaN
 3046.4066   1.184e-28   9.803e-29  3045.790   7.101e-28         NaN         NaN
 3046.6333  -3.691e-28   8.147e-29  3046.017   7.292e-28         NaN         NaN
 3046.8602  -1.376e-28   9.044e-29  3046.244   6.867e-28         NaN         NaN
 3047.0869  -7.058e-28   7.393e-29  3046.471   6.583e-28         NaN         NaN
 3047.3136   2.439e-28   9.915e-29  3046.697   7.740e-28         NaN         NaN
 3047.5405  -2.857e-28   8.790e-29  3046.924   7.890e-28         NaN         NaN
 3047.7672   5.036e-29   9.423e-29  3047.151   4.967e-28         NaN         NaN
 3047.9940  -2.534e-28   8.167e-29  3047.378   7.920e-28         NaN         NaN
 3048.2208   1.996e-28   9.170e-29  3047.604   5.102e-28         NaN         NaN
 3048.4475  -1.037e-28   9.203e-29  3047.831   6.761e-28         NaN         NaN
 3048.6744  -3.385e-29   9.125e-29  3048.058        -NaN         NaN         NaN
 3048.9011  -2.225e-28   9.161e-29  3048.285        -NaN         NaN         NaN
 3049.1278   1.889e-28   9.164e-29  3048.511   5.524e-28         NaN         NaN
 3049.3547   2.377e-30   9.057e-29  3048.738   5.392e-28         NaN         NaN
 3049.5814   1.483e-28   9.257e-29  3048.965   4.913e-28         NaN         NaN
 3049.8082   5.343e-29   1.210e-28  3049.191        -NaN         NaN         NaN
 3050.0350   1.884e-28   1.226e-28  3049.418        -NaN         NaN         NaN
 3050.2617   1.064e-28   1.224e-28  3049.645        -NaN         NaN         NaN
 3050.4885   3.506e-28   1.311e-28  3049.872        -NaN         NaN         NaN
 3050.7153   6.169e-29   1.263e-28  3050.098        -NaN         NaN         NaN
 3050.9421   1.586e-28   1.161e-28  3050.325        -NaN         NaN         NaN
 3051.1689  -2.865e-28   1.273e-28  3050.552        -NaN         NaN         NaN
 3051.3956   3.426e-28   1.493e-28  3050.779        -NaN         NaN         NaN
 3051.6224  -5.486e-29   1.497e-28  3051.005        -NaN         NaN         NaN
 3051.8492   3.895e-28   1.527e-28  3051.232        -NaN         NaN         NaN
 3052.0759   4.533e-28   1.542e-28  3051.459        -NaN         NaN         NaN
 3052.3027  -3.472e-28   1.499e-28  3051.686        -NaN         NaN         NaN
 3052.5295   1.708e-28   1.517e-28  3051.912        -NaN         NaN         NaN
 3052.7563  -8.043e-29   9.491e-29  3052.139        -NaN         NaN         NaN
 3052.9831   1.956e-28   9.517e-29  3052.366        -NaN         NaN         NaN
 3053.2098   5.926e-29   9.866e-29  3052.593        -NaN         NaN         NaN
 3053.4366   6.517e-29   9.093e-29  3052.819        -NaN         NaN         NaN
 3053.6634  -9.618e-29   8.629e-29  3053.046        -NaN         NaN         NaN
 3053.8901   2.486e-28   9.130e-29  3053.273   5.883e-28         NaN         NaN
 3054.1169   2.007e-28   8.778e-29  3053.499   8.868e-28         NaN         NaN
 3054.3437   7.811e-29   8.449e-29  3053.726   4.197e-28         NaN         NaN
 3054.5705  -1.565e-28   8.649e-29  3053.953   4.740e-28         NaN         NaN
 3054.7972  -3.538e-29   8.264e-29  3054.180   5.439e-28         NaN         NaN
 3055.0240   8.604e-30   8.520e-29  3054.406        -NaN         NaN         NaN
 3055.2508  -1.583e-29   1.128e-28  3054.633        -NaN         NaN         NaN
 3055.4776   2.560e-28   1.276e-28  3054.860        -NaN         NaN         NaN
 3055.7043   5.789e-29   8.192e-29  3055.087        -NaN         NaN         NaN
 3055.9311   2.230e-30   8.650e-29  3055.313        -NaN         NaN         NaN
 3056.1579   1.255e-28   8.467e-29  3055.540        -NaN         NaN         NaN
 3056.3847   1.910e-28   8.522e-29  3055.767        -NaN   1.320e-29   4.616e-30
 3056.6114  -1.128e-28   8.041e-29  3055.994        -NaN   1.330e-29   4.473e-30
 3056.8382   1.634e-28   8.274e-29  3056.220   4.978e-28   1.339e-29   4.333e-30
 3057.0650   7.344e-29   8.640e-29  3056.447   7.395e-28   1.349e-29   4.194e-30
 3057.2917  -5.644e-29   8.139e-29  3056.674   6.010e-28   1.358e-29   4.057e-30
 3057.5186  -2.538e-28   8.066e-29  3056.901   5.698e-28   1.368e-29   3.921e-30
 3057.7453  -4.299e-30   8.236e-29  3057.127   7.193e-28   1.377e-29   3.788e-30
 3057.9721  -1.286e-28   8.412e-29  3057.354   7.129e-28   1.386e-29   3.656e-30
 3058.1989   9.543e-29   8.121e-29  3057.581   4.148e-28   1.395e-29   3.527e-30
 3058.4256   6.828e-29   8.327e-29  3057.807   5.029e-28   1.404e-29   3.399e-30
 3058.6524  -3.909e-30   8.066e-29  3058.034   4.681e-28   1.413e-29   3.273e-30
 3058.8792   8.539e-29   7.983e-29  3058.261   5.689e-28   1.422e-29   3.149e-30
 3059.1059   1.809e-29   8.035e-29  3058.488   4.822e-28   1.430e-29   3.026e-30
 3059.3328   6.215e-30   8.291e-29  3058.715   5.056e-28   1.439e-29   2.906e-30
 3059.5595   5.992e-29   8.228e-29  3058.941   5.616e-28   1.447e-29   2.787e-30
 3059.7863  -2.507e-29   7.701e-29  3059.168   3.971e-28   1.455e-29   2.670e-30
 3060.0131   2.690e-29   7.993e-29  3059.395   5.453e-28   1.463e-29   2.556e-30
 3060.2398   5.150e-29   7.897e-29  3059.621   5.687e-28   1.472e-29   2.443e-30
 3060.4666  -4.648e-29   8.013e-29  3059.848   7.111e-28   1.480e-29   2.332e-30
 3060.6934  -8.752e-29   7.854e-29  3060.075   6.822e-28   1.487e-29   2.223e-30
 3060.9201  -1.056e-28   8.034e-29  3060.302   6.710e-28   1.495e-29   2.117e-30
 3061.1470   7.036e-29   8.212e-29  3060.528   6.898e-28   1.503e-29   2.012e-30
 3061.3737  -1.582e-28   7.693e-29  3060.755   6.102e-28   1.510e-29   1.910e-30
 3061.6004   6.024e-30   8.056e-29  3060.982   5.367e-28   1.518e-29   1.810e-30
 3061.8273  -6.847e-29   7.755e-29  3061.209   6.453e-28   1.525e-29   1.713e-30
 3062.0540   1.255e-28   8.189e-29  3061.435   6.176e-28   1.532e-29   1.619e-30
 3062.2808  -5.290e-29   8.140e-29  3061.662   6.823e-28   1.540e-29   1.527e-30
 3062.5076  -7.118e-29   7.928e-29  3061.889   7.248e-28   1.547e-29   1.438e-30
 3062.7343   1.025e-29   7.727e-29  3062.115   6.193e-28   1.554e-29   1.353e-30
 3062.9612   8.771e-30   7.816e-29  3062.342   4.978e-28   1.561e-29   1.271e-30
 3063.1879  -5.179e-30   8.053e-29  3062.569   6.793e-28   1.567e-29   1.193e-30
 3063.4146  -2.763e-29   7.752e-29  3062.796   5.942e-28   1.574e-29   1.120e-30
 3063.6415   1.043e-29   7.884e-29  3063.023   5.763e-28   1.581e-29   1.052e-30
 3063.8682  -5.244e-29   7.478e-29  3063.249   5.235e-28   1.587e-29   9.900e-31
 3064.0950   1.394e-29   7.773e-29  3063.476   6.207e-28   1.594e-29   9.343e-31
 3064.3218   8.315e-29   7.954e-29  3063.703        -NaN   1.600e-29   8.858e-31
 3064.5485  -1.392e-28   7.632e-29  3063.929        -NaN   1.606e-29   8.454e-31
 3064.7754   7.992e-29   8.195e-29  3064.156        -NaN   1.613e-29   8.138e-31
 3065.0021   2.230e-30   8.160e-29  3064.383        -NaN   1.619e-29   7.918e-31
 3065.2288  -9.911e-29   7.964e-29  3064.610   6.536e-28   1.625e-29   7.796e-31
 3065.4557   6.344e-30   7.759e-29  3064.836   6.162e-28   1.631e-29   7.773e-31
 3065.6824   7.179e-29   8.070e-29  3065.063   8.464e-28   1.636e-29   7.846e-31
 3065.9092  -8.571e-29   7.873e-29  3065.290   8.273e-28   1.642e-29   8.008e-31
 3066.1360  -7.550e-30   7.756e-29  3065.517         Inf   1.648e-29   8.250e-31
 3066.3627  -2.894e-29   7.583e-29  3065.743   6.672e-28   1.653e-29   8.562e-31
 3066.5896  -2.340e-28   7.479e-29  3065.970   8.354e-28   1.659e-29   8.933e-31
 3066.8163   7.834e-30   7.899e-29  3066.197   7.496e-28   1.664e-29   9.354e-31
 3067.0430  -1.226e-28   7.610e-29  3066.423   7.814e-28   1.670e-29   9.815e-31
 3067.2699   2.357e-29   7.708e-29  3066.650   7.518e-28   1.675e-29   1.031e-30
 3067.4966   7.537e-29   7.824e-29  3066.877   6.147e-28   1.680e-29   1.083e-30
 3067.7234   3.937e-29   7.600e-29  3067.104   5.100e-28   1.685e-29   1.136e-30
 3067.9502   3.093e-29   7.682e-29  3067.331   6.474e-28   1.690e-29   1.192e-30
 3068.1769   3.124e-29   7.691e-29  3067.557   8.090e-28   1.695e-29   1.248e-30
 3068.4037   6.266e-29   7.774e-29  3067.784   8.102e-28   1.700e-29   1.305e-30
 3068.6305  -8.950e-30   7.352e-29  3068.011   6.581e-28   1.705e-29   1.363e-30
 3068.8572   1.085e-28   7.789e-29  3068.237   6.188e-28   1.710e-29   1.421e-30
 3069.0841   2.750e-30   7.265e-29  3068.464   4.301e-28   1.714e-29   1.479e-30
 3069.3108  -1.942e-29   7.346e-29  3068.691   5.803e-28   1.719e-29   1.538e-30
 3069.5376   4.619e-29   7.266e-29  3068.918   4.829e-28   1.723e-29   1.596e-30
 3069.7644  -5.056e-29   7.546e-29  3069.144   7.321e-28   1.728e-29   1.653e-30
 3069.9911   2.169e-29   7.193e-29  3069.371   5.956e-28   1.732e-29   1.711e-30
 3070.2179  -5.807e-29   7.712e-29  3069.598   9.338e-28   1.737e-29   1.768e-30
 3070.4447  -6.174e-29   7.363e-29  3069.825   7.186e-28   1.741e-29   1.824e-30
 3070.6714   1.279e-28   7.522e-29  3070.051   5.371e-28   1.745e-29   1.880e-30
 3070.8982   8.592e-30   7.502e-29  3070.278   6.861e-28   1.749e-29   1.936e-30
 3071.1250  -4.127e-29   7.209e-29  3070.505   5.748e-28   1.753e-29   1.991e-30
 3071.3518  -7.125e-29   7.223e-29  3070.732   6.280e-28   1.757e-29   2.045e-30
 3071.5786  -8.778e-30   7.071e-29  3070.958   5.498e-28   1.761e-29   2.099e-30
 3071.8053   2.347e-29   7.258e-29  3071.185   5.877e-28   1.765e-29   2.152e-30
 3072.0321   8.413e-29   7.230e-29  3071.412   5.561e-28   1.768e-29   2.204e-30
 3072.2589   5.391e-29   7.336e-29  3071.639   5.651e-28   1.772e-29   2.256e-30
 3072.4857   9.364e-30   6.808e-29  3071.865   4.333e-28   1.776e-29   2.307e-30
 3072.7124  -2.282e-29   7.157e-29  3072.092   7.035e-28   1.779e-29   2.357e-30
 3072.9392   5.645e-29   7.167e-29  3072.319   5.818e-28   1.783e-29   2.406e-30
 3073.1660   3.746e-29   7.208e-29  3072.546   6.605e-28   1.786e-29   2.455e-30
 3073.3928   7.282e-29   7.414e-29  3072.772   7.815e-28   1.789e-29   2.503e-30
 3073.6195   5.039e-29   7.233e-29  3072.999   6.032e-28   1.793e-29   2.550e-30
 3073.8463   1.111e-28   7.411e-29  3073.226   5.736e-28   1.796e-29   2.597e-30
 3074.0731  -2.112e-29   6.899e-29  3073.452   5.953e-28   1.799e-29   2.643e-30
 3074.2999   1.394e-29   7.045e-29  3073.679   5.857e-28   1.802e-29   2.688e-30
 3074.5266  -2.337e-29   7.067e-29  3073.906   5.863e-28   1.805e-29   2.732e-30
 3074.7534   7.574e-29   7.241e-29  3074.133   6.240e-28   1.808e-29   2.776e-30
 3074.9802   2.293e-29   6.711e-29  3074.359   4.518e-28   1.811e-29   2.819e-30
 3075.2069  -1.200e-29   7.035e-29  3074.586   5.621e-28   1.814e-29   2.861e-30
 3075.4337  -2.122e-29   6.894e-29  3074.813   5.923e-28   1.817e-29   2.902e-30
 3075.6605   5.697e-29   7.027e-29  3075.040   6.285e-28   1.820e-29   2.943e-30
 3075.8873   4.593e-29   7.011e-29  3075.266   5.881e-28   1.822e-29   2.983e-30
 3076.1141  -3.822e-30   7.060e-29  3075.493   7.610e-28   1.825e-29   3.022e-30
 3076.3408  -3.990e-29   7.037e-29  3075.720   7.316e-28   1.828e-29   3.061e-30
 3076.5676   4.411e-29   6.830e-29  3075.947   5.137e-28   1.830e-29   3.099e-30
 3076.7944   5.167e-29   6.980e-29  3076.173   6.455e-28   1.833e-29   3.136e-30
 3077.0211  -1.216e-28   6.693e-29  3076.400   6.005e-28   1.835e-29   3.172e-30
 3077.2479   2.478e-29   6.994e-29  3076.627   5.881e-28   1.837e-29   3.208e-30
 3077.4747  -4.224e-30   6.760e-29  3076.854   5.822e-28   1.840e-29   3.243e-30
 3077.7015  -1.408e-29   6.714e-29  3077.080   5.769e-28   1.842e-29   3.278e-30
 3077.9283   3.421e-29   6.861e-29  3077.307   5.772e-28   1.844e-29   3.311e-30
 3078.1550  -1.128e-29   6.777e-29  3077.534   5.926e-28   1.846e-29   3.344e-30
 3078.3818  -1.232e-28   6.575e-29  3077.760   5.975e-28   1.848e-29   3.377e-30
 3078.6086  -9.156e-31   6.821e-29  3077.987   7.027e-28   1.850e-29   3.409e-30
 3078.8353  -3.485e-29   6.579e-29  3078.214   5.773e-28   1.852e-29   3.440e-30
 3079.0622   1.313e-30   6.770e-29  3078.441   5.753e-28   1.854e-29   3.470e-30
 3079.2889   3.616e-29   6.907e-29  3078.667   6.899e-28   1.856e-29   3.500e-30
 3079.5156   4.389e-29   6.839e-29  3078.894   6.902e-28   1.858e-29   3.529e-30
 3079.7425   7.374e-29   6.913e-29  3079.121   7.071e-28   1.860e-29   3.558e-30
 3079.9692   6.268e-30   6.913e-29  3079.348   7.090e-28   1.862e-29   3.586e-30
 3080.1960   9.318e-29   6.800e-29  3079.574   5.644e-28   1.863e-29   3.613e-30
 3080.4228   9.450e-29   6.890e-29  3079.801   7.197e-28   1.865e-29   3.640e-30
 3080.6495  -1.339e-29   6.867e-29  3080.028   8.575e-28   1.867e-29   3.666e-30
 3080.8764   1.245e-28   7.216e-29  3080.255   8.089e-28   1.868e-29   3.691e-30
 3081.1031  -3.279e-29   6.715e-29  3080.481   7.520e-28   1.870e-29   3.716e-30
 3081.3298   3.844e-29   6.884e-29  3080.708   7.539e-28   1.871e-29   3.740e-30
 3081.5567  -6.020e-29   6.800e-29  3080.935   7.853e-28   1.872e-29   3.764e-30
 3081.7834   7.404e-29   6.697e-29  3081.162   5.998e-28   1.874e-29   3.787e-30
 3082.0101  -4.820e-29   6.392e-29  3081.388   6.447e-28   1.875e-29   3.810e-30
 3082.2370   1.417e-28   6.906e-29  3081.615   6.769e-28   1.876e-29   3.832e-30
 3082.4637   1.639e-29   6.543e-29  3081.842   5.771e-28   1.878e-29   3.853e-30
 3082.6906  -4.199e-29   6.679e-29  3082.068   7.583e-28   1.879e-29   3.874e-30
 3082.9173  -7.666e-29   6.521e-29  3082.295   7.572e-28   1.880e-29   3.895e-30
 3083.1440   4.673e-29   6.896e-29  3082.522   8.412e-28   1.881e-29   3.914e-30
 3083.3709   6.947e-29   6.740e-29  3082.749   7.187e-28   1.882e-29   3.934e-30
 3083.5976   2.533e-29   6.797e-29  3082.975   7.475e-28   1.883e-29   3.953e-30
 3083.8243   5.354e-29   6.403e-29  3083.202   5.524e-28   1.884e-29   3.971e-30
 3084.0512  -1.040e-28   6.151e-29  3083.429   5.808e-28   1.885e-29   3.988e-30
 3084.2779  -4.818e-29   6.260e-29  3083.656   5.224e-28   1.886e-29   4.006e-30
 3084.5048   9.869e-29   6.761e-29  3083.882   6.733e-28   1.887e-29   4.022e-30
 3084.7315   2.012e-29   6.563e-29  3084.109   6.931e-28   1.888e-29   4.039e-30
 3084.9582   7.231e-29   6.870e-29  3084.336   8.390e-28   1.889e-29   4.054e-30
 3085.1851   7.583e-29   6.579e-29  3084.563   7.073e-28   1.889e-29   4.070e-30
 3085.4118   6.408e-29   6.793e-29  3084.789   8.082e-28   1.890e-29   4.084e-30
 3085.6386   1.128e-28   6.486e-29  3085.016   5.924e-28   1.891e-29   4.099e-30
 3085.8654   6.177e-29   6.280e-29  3085.243   5.189e-28   1.891e-29   4.112e-30
 3086.0921   1.284e-29   6.069e-29  3085.470   4.783e-28   1.892e-29   4.126e-30
 3086.3189   2.187e-29   6.112e-29  3085.696   4.602e-28   1.892e-29   4.138e-30
 3086.5457  -8.900e-31   6.207e-29  3085.923   5.232e-28   1.893e-29   4.151e-30
 3086.7724   1.307e-28   6.380e-29  3086.150   5.881e-28   1.893e-29   4.163e-30
 3086.9993   1.873e-29   6.411e-29  3086.376   7.571e-28   1.894e-29   4.174e-30
 3087.2260   8.530e-29   6.494e-29  3086.603   7.192e-28   1.894e-29   4.185e-30
 3087.4528   4.907e-29   6.699e-29  3086.830   8.742e-28   1.895e-29   4.196e-30
 3087.6796   4.170e-29   6.390e-29  3087.057   7.057e-28   1.895e-29   4.206e-30
 3087.9063  -4.499e-29   6.342e-29  3087.283   7.744e-28   1.895e-29   4.216e-30
 3088.1331   6.160e-29   6.327e-29  3087.510   5.714e-28   1.896e-29   4.225e-30
 3088.3599  -7.672e-30   5.937e-29  3087.737   4.593e-28   1.896e-29   4.234e-30
 3088.5866  -3.010e-29   5.992e-29  3087.964   5.042e-28   1.896e-29   4.243e-30
 3088.8135  -4.655e-29   6.004e-29  3088.190   5.152e-28   1.896e-29   4.251e-30
 3089.0402   1.842e-29   5.760e-29  3088.417   3.841e-28   1.896e-29   4.259e-30
 3089.2670   9.210e-29   6.299e-29  3088.644   6.714e-28   1.897e-29   4.266e-30
 3089.4938   1.571e-29   6.100e-29  3088.871   5.956e-28   1.897e-29   4.273e-30
 3089.7205   2.570e-29   6.145e-29  3089.097   6.321e-28   1.897e-29   4.280e-30
 3089.9473  -3.741e-29   5.983e-29  3089.324   6.632e-28   1.897e-29   4.286e-30
 3090.1741  -1.818e-30   6.331e-29  3089.551   8.099e-28   1.897e-29   4.292e-30
 3090.4008   2.448e-29   6.203e-29  3089.778   6.536e-28   1.897e-29   4.297e-30
 3090.6276  -1.840e-29   5.942e-29  3090.004   5.729e-28   1.897e-29   4.302e-30
 3090.8544   3.718e-29   5.958e-29  3090.231   5.153e-28   1.896e-29   4.307e-30
 3091.0812   5.388e-29   6.051e-29  3090.458   5.196e-28   1.896e-29   4.311e-30
 3091.3080  -9.246e-29   5.652e-29  3090.684   4.760e-28   1.896e-29   4.315e-30
 3091.5347  -1.081e-29   5.672e-29  3090.911   4.443e-28   1.896e-29   4.319e-30
 3091.7615   1.132e-28   5.955e-29  3091.138   4.817e-28   1.896e-29   4.322e-30
 3091.9883   3.375e-29   5.666e-29  3091.365   3.814e-28   1.895e-29   4.325e-30
 3092.2151   3.453e-29   5.852e-29  3091.591   4.943e-28   1.895e-29   4.328e-30
 3092.4418   6.407e-29   5.868e-29  3091.818   5.042e-28   1.895e-29   4.330e-30
 3092.6686  -6.056e-30   5.786e-29  3092.045   5.491e-28   1.894e-29   4.332e-30
 3092.8954  -5.258e-29   5.872e-29  3092.272   6.521e-28   1.894e-29   4.334e-30
 3093.1222   7.466e-29   5.819e-29  3092.498   5.717e-28   1.894e-29   4.335e-30
 3093.3489  -1.325e-29   6.011e-29  3092.725   7.065e-28   1.893e-29   4.336e-30
 3093.5757  -4.994e-29   5.560e-29  3092.952   5.246e-28   1.893e-29   4.337e-30
 3093.8025   3.324e-29   5.819e-29  3093.179   5.680e-28   1.892e-29   4.337e-30
 3094.0293   2.410e-29   5.669e-29  3093.405   4.759e-28   1.892e-29   4.337e-30
 3094.2560   3.262e-29   5.741e-29  3093.632   4.809e-28   1.891e-29   4.337e-30
